ide_detudc,con_udc,con_detudc,dsc_desc1,dsc_desc2,udc_default
100648,10,648,ATLAUTLA,,90015
100649,10,649,AXAPUSCO,,90015
100650,10,650,AYAPANGO,,90015
100651,10,651,CALIMAYA,,90015
100652,10,652,CAPULHUAC,,90015
100653,10,653,COACALCO,,90015
100654,10,654,COATEPEC HARINAS,,90015
100655,10,655,COCOTITLAN,,90015
100656,10,656,COYOTEPEC,,90015
100657,10,657,CUAUTITLAN,,90015
100658,10,658,CHALCO,,90015
100659,10,659,CHAPA DE MOTA,,90015
100660,10,660,CHAPULTEPEC,,90015
100661,10,661,CHIAUTLA,,90015
100662,10,662,CHICOLOAPAN,,90015
100663,10,663,CHICONCUAC,,90015
100664,10,664,CHIMALHUACAN,,90015
100665,10,665,DONATO GUERRA,,90015
100666,10,666,ECATEPEC,,90015
100667,10,667,ECATZINGO,,90015
100668,10,668,HUEHUETOCA,,90015
100669,10,669,HUEYPOXTLA,,90015
100670,10,670,HUIXQUILUCAN,,90015
100671,10,671,ISIDRO FABELA,,90015
100672,10,672,IXTAPALUCA,,90015
100673,10,673,IXTAPAN DE LA SAL,,90015
100674,10,674,IXTAPAN DEL ORO,,90015
100675,10,675,IXTLAHUACA,,90015
100676,10,676,JALATLACO,,90015
100677,10,677,JALTENCO,,90015
100678,10,678,JILOTEPEC,,90015
100679,10,679,JILOTZINGO,,90015
100680,10,680,JIQUIPILCO,,90015
100681,10,681,JOCOTITLAN,,90015
100682,10,682,JOQUICINGO,,90015
100683,10,683,JUCHITEPEC,,90015
100684,10,684,LERMA,,90015
100685,10,685,MALINALCO,,90015
100686,10,686,MELCHOR OCAMPO,,90015
100687,10,687,METEPEC,,90015
100688,10,688,MEXICALZINGO,,90015
100689,10,689,MORELOS,,90015
100690,10,690,NAUCALPAN,,90015
100691,10,691,NEZAHUALCOYOTL,,90015
100692,10,692,NEXTLALPAN,,90015
100693,10,693,NICOLAS ROMERO,,90015
100694,10,694,NOPALTEPEC,,90015
100695,10,695,OCOYOACAC,,90015
100696,10,696,OCUILAN,,90015
100697,10,697,EL ORO,,90015
100698,10,698,OTUMBA,,90015
100699,10,699,OTZOLOAPAN,,90015
100700,10,700,OTZOLOTEPEC,,90015
100701,10,701,OZUMBA,,90015
100702,10,702,PAPALOTLA,,90015
100703,10,703,LA PAZ,,90015
100704,10,704,POLOTITLAN,,90015
100705,10,705,RAYON,,90015
100706,10,706,SAN ANTONIO LA ISLA,,90015
100707,10,707,SAN FELIPE DEL PROGRESO,,90015
100708,10,708,SAN MARTIN DE LAS PIRAMIDES,,90015
100709,10,709,SAN MATEO ATENCO,,90015
100710,10,710,SAN SIMON DE GUERRERO,,90015
100711,10,711,SANTO TOMAS,,90015
100712,10,712,SOYANIQUILPAN DE JUAREZ,,90015
100713,10,713,SULTEPEC,,90015
100714,10,714,TECAMAC,,90015
100715,10,715,TEJUPILCO,,90015
100716,10,716,TEMAMATLA,,90015
100717,10,717,TEMASCALAPA,,90015
100718,10,718,TEMASCALCINGO,,90015
100719,10,719,TEMASCALTEPEC,,90015
100720,10,720,TEMOAYA,,90015
100721,10,721,TENANCINGO,,90015
100722,10,722,TENANGO DEL AIRE,,90015
100723,10,723,TENANGO DEL VALLE,,90015
100724,10,724,TEOLOYUCAN,,90015
100725,10,725,TEOTIHUACAN,,90015
100726,10,726,TEPETLAOXTOC,,90015
100727,10,727,TEPETLIXPA,,90015
100728,10,728,TEPOTZOTLAN,,90015
100729,10,729,TEQUIXQUIAC,,90015
100730,10,730,TEXCALTITLAN,,90015
100731,10,731,TEXCALYACAC,,90015
100732,10,732,TEXCOCO,,90015
100733,10,733,TEZOYUCA,,90015
100734,10,734,TIANGUISTENGO,,90015
100735,10,735,TIMILPAN,,90015
100736,10,736,TLALMANALCO,,90015
100737,10,737,TLALNEPANTLA,,90015
100738,10,738,TLATLAYA,,90015
100739,10,739,TOLUCA,,90015
100740,10,740,TONATICO,,90015
100741,10,741,TULTEPEC,,90015
100742,10,742,TULTITLAN,,90015
100743,10,743,VALLE DE BRAVO,,90015
100744,10,744,VILLA DE ALLENDE,,90015
100745,10,745,VILLA DEL CARBON,,90015
100746,10,746,VILLA GUERRERO,,90015
100747,10,747,VILLA VICTORIA,,90015
100748,10,748,XONACATLAN,,90015
100749,10,749,ZACAZONAPAN,,90015
100750,10,750,ZACUALPAN,,90015
100751,10,751,ZINANCANTEPEC,,90015
100752,10,752,ZUMPAHUACAN,,90015
100753,10,753,ZUMPANGO,,90015
100754,10,754,CUAUTITLAN IZCALLI,,90015
100755,10,755,ACUITZIO,,90016
100756,10,756,AGUILILLA,,90016
100757,10,757,ALVARO OBREGON,,90016
100758,10,758,ANGAMACUTIRO,,90016
100759,10,759,ANGANGUEO,,90016
100760,10,760,APATZINGAN,,90016
100761,10,761,APORO,,90016
100762,10,762,AQUILA,,90016
100763,10,763,ARIO,,90016
100764,10,764,ARTEAGA,,90016
100765,10,765,BRISE¥AS,,90016
100766,10,766,BUENAVISTA,,90016
100767,10,767,CARACUARO,,90016
100768,10,768,COAHUAYANA,,90016
100769,10,769,COALCOMAN DE VAZQUEZ PALLARES,,90016
100770,10,770,COENEO,,90016
100771,10,771,CONTEPEC,,90016
100772,10,772,COPANDARO,,90016
100773,10,773,COTIJA,,90016
100774,10,774,CUITZEO,,90016
100775,10,775,CHARAPAN,,90016
100776,10,776,CHARO,,90016
100777,10,777,CHAVINDA,,90016
100778,10,778,CHERAN,,90016
100779,10,779,CHILCHOTA,,90016
100780,10,780,CHINICUILA,,90016
100781,10,781,CHUCANDIRO,,90016
100782,10,782,CHURINTZIO,,90016
100783,10,783,CHURUMUCO,,90016
100784,10,784,ECUANDUREO,,90016
100785,10,785,EPITACIO HUERTA,,90016
100786,10,786,ERONGARICUARO,,90016
100787,10,787,GABRIEL ZAMORA,,90016
100788,10,788,HIDALGO,,90016
100789,10,789,LA HUACANA,,90016
100790,10,790,HUANDACAREO,,90016
100791,10,791,HUANIQUEO,,90016
100792,10,792,HUETAMO,,90016
100793,10,793,HUIRAMBA,,90016
100794,10,794,INDAPARAPEO,,90016
100795,10,795,IRIMBO,,90016
100796,10,796,IXTLAN,,90016
100797,10,797,JACONA,,90016
100798,10,798,JIMENEZ,,90016
100799,10,799,JUAREZ,,90016
100800,10,800,JUNGAPEO,,90016
100801,10,801,LAGUNILLAS,,90016
100802,10,802,MADERO,,90016
100803,10,803,MARAVATIO,,90016
100804,10,804,MARCOS CASTELLANOS,,90016
100805,10,805,LAZARO CARDENAS,,90016
100806,10,806,MORELIA,,90016
100807,10,807,MORELOS,,90016
100808,10,808,MUGICA,,90016
100809,10,809,NAHUATZEN,,90016
100810,10,810,NOCUPETARO,,90016
100811,10,811,NUEVO PARANGARICUTIRO,,90016
100812,10,812,NUEVO URECHO,,90016
100813,10,813,NUMARAN,,90016
100814,10,814,OCAMPO,,90016
100815,10,815,PAJACUARAN,,90016
100816,10,816,PANINDICUARO,,90016
100817,10,817,PARACUARO,,90016
100818,10,818,PARACHO,,90016
100819,10,819,PATZCUARO,,90016
100820,10,820,PENJAMILLO,,90016
100821,10,821,PERIBAN,,90016
100822,10,822,LA PIEDAD,,90016
100823,10,823,PUREPERO,,90016
100824,10,824,PURUANDIRO,,90016
100825,10,825,QUERENDARO,,90016
100826,10,826,QUIROGA,,90016
100827,10,827,COJUMATLAN DE REGULES,,90016
100828,10,828,LOS REYES,,90016
100829,10,829,SAHUAYO,,90016
100830,10,830,SAN LUCAS,,90016
100831,10,831,SANTA ANA MAYA,,90016
100832,10,832,SALVADOR ESCALANTE,,90016
100833,10,833,SENGUIO,,90016
100834,10,834,SUSUPUATO,,90016
100835,10,835,TACAMBARO,,90016
100836,10,836,TANCITARO,,90016
100837,10,837,TANGAMANDAPIO,,90016
100838,10,838,TANGANCICUARO,,90016
100839,10,839,TANHUATO,,90016
100840,10,840,TARETAN,,90016
100841,10,841,TARIMBARO,,90016
100842,10,842,TEPALCATEPEC,,90016
100843,10,843,TINGAMBATO,,90016
